adjusted_date,mean_pos_sentiment,mean_neg_sentiment,mean_neutral_sentiment,mean_pos_preamble_sentiment,mean_neg_preamble_sentiment,mean_neutral_preamble_sentiment,News
2022-11-17,0.013434359,0.82607295,0.1604926815,0.015081817,0.75838105,0.2265371985,Tesla
2023-11-17,0.0102570654999999,0.922005935,0.067737022,0.01095743025,0.93531415,0.0537284125,Tesla
2021-12-17,0.016776746,0.9444969,0.03872629,0.022667307,0.7731214,0.20421131,Tesla
2022-12-17,0.018373057,0.8517248150000001,0.129902105,0.022733178,0.73360465,0.2436621699999999,Tesla
2021-02-17,0.018686697,0.89356065,0.087752685,0.019098932,0.8973758,0.08352517,Tesla
2022-02-17,0.007728047,0.9736289,0.018643191,0.00807978,0.9725371,0.019383151,Tesla
2023-02-17,0.0625713675,0.78606531,0.151363335,0.046383671,0.70530925,0.24830705,Tesla
2024-02-17,0.07263473,0.06417223,0.863193,0.04369107,0.0722714,0.8840376,Tesla
2022-03-17,0.8937153,0.032009967,0.07427462,0.8462889,0.0644661,0.08924493,Tesla
2023-03-17,0.028510615,0.49233958,0.4791498,0.023549328,0.36977318,0.60667753,Tesla
2020-04-17,0.034410335,0.6481663,0.3174233,0.03543933,0.598448,0.36611268,Tesla
2022-04-17,0.080503404,0.03049705,0.8889996,0.03688627,0.049199518,0.91391414,Tesla
2023-04-17,0.0374725106666666,0.6480231366666667,0.3145043333333333,0.0352868503333333,0.63434749,0.3303657053333333,Tesla
2024-04-17,0.4691950735,0.4865063215,0.0442986325,0.4562179735,0.4790693685,0.064712693,Tesla
2020-05-17,0.09832206,0.30898148,0.5926964,0.08954482,0.14706232,0.76339287,Tesla
2021-05-17,0.2675895,0.43814534,0.29426515,0.19755754,0.14651485,0.65592766,Tesla
2022-05-17,0.1600689861499999,0.524631343,0.315299665,0.1096428189999999,0.5123136149999999,0.3780435065,Tesla
2023-05-17,0.061534107,0.08571307,0.8527528,0.041577216,0.09114335,0.86727947,Tesla
2024-05-17,0.14277703,0.71513593,0.14208709,0.10990032,0.70168006,0.18841963,Tesla
2021-06-17,0.45306477,0.018191295,0.528744,0.18960944,0.016351018,0.7940395,Tesla
2022-06-17,0.0267376865,0.695313665,0.277948627,0.0227410735,0.78943132,0.1878276079999999,Tesla
2023-06-17,0.5750068,0.0746063,0.35038695,0.5004687,0.052513644,0.4470176,Tesla
2023-07-17,0.4973470266666667,0.3766687533333333,0.1259841933333333,0.4829751009999999,0.3387313766666667,0.1782935,Tesla
2024-07-17,0.01679305,0.7714317500000001,0.211775155,0.019932526,0.652691075,0.327376395,Tesla
2020-08-17,0.078565426,0.031102944,0.89033157,0.045442242,0.052554,0.90200377,Tesla
2021-08-17,0.0200700555,0.78705658,0.192873408,0.0217909895,0.752097215,0.22611175,Tesla
2024-08-17,0.022758432,0.71363896,0.26360267,0.02882816,0.59185237,0.37931943,Tesla
2023-09-17,0.11771843,0.7720883,0.11019323,0.07506709,0.8082977,0.11663526,Tesla
2022-01-18,0.45917192,0.4328883,0.107939854,0.6293006,0.0829572,0.28774217,Tesla
2023-01-18,0.27251744,0.020141127,0.70734143,0.20572676,0.019480158,0.7747931,Tesla
2023-10-18,0.11964694,0.82738006,0.052972954,0.19595371,0.6891492,0.114897095,Tesla
2019-11-18,0.032957483,0.071304016,0.8957385,0.026670143,0.04076406,0.93256575,Tesla
2020-11-18,0.70318997,0.014707086,0.28210288,0.41361365,0.021688173,0.56469816,Tesla
2021-11-18,0.33946564,0.0140814885,0.646452865,0.285340015,0.013795826,0.700864185,Tesla
2023-11-18,0.0377876425,0.4861094019999999,0.476102943,0.0276200535,0.486992945,0.4853869265,Tesla
